Name,AAC_A,AAC_C,AAC_D,AAC_E,AAC_F,AAC_G,AAC_H,AAC_I,AAC_K,AAC_L,AAC_M,AAC_N,AAC_P,AAC_Q,AAC_R,AAC_S,AAC_T,AAC_V,AAC_W,AAC_Y,Essentiality
YDR385W,8.08,0.95,6.89,6.53,4.16,7.01,1.9,5.94,7.24,8.19,2.73,3.09,4.75,3.8,4.87,5.23,5.7,9.62,0.95,2.38,0
YBR218C,8.64,1.02,6.36,6.36,3.64,7.63,2.54,6.19,5.85,9.24,2.12,3.9,4.66,4.07,5.51,5.51,5.25,8.14,0.68,2.71,0
YKL120W,8.02,0.93,2.78,3.7,4.32,9.88,1.54,9.26,7.41,8.64,2.78,4.63,3.4,5.25,3.09,6.79,5.56,8.02,0.62,3.4,0
YPL082C,6.43,0.86,6,6.53,3.54,4.45,2.3,6,7.28,13.28,2.62,5.52,4.02,4.66,4.12,7.82,4.93,6.48,0.8,2.36,1
YGR014W,7.89,0.15,3.37,3.37,3.06,3.75,0.61,4.06,1.23,5.28,1.3,3.75,4.59,5.21,0.84,29.02,12.63,6.89,0.46,2.53,0
YLR203C,5.05,0.92,5.05,5.96,6.88,4.82,3.9,3.9,6.65,8.94,2.98,3.9,7.34,3.9,5.73,5.73,6.88,4.82,1.38,5.28,0
YOR373W,4.11,0.82,5.52,4.82,3.64,5.41,2.7,4.23,7.05,11.63,1.53,10.46,4.35,4.82,2.7,11.99,7.05,4.58,0.82,1.76,1
YMR308C,9.46,1.38,6.52,7.07,3.95,3.49,1.47,7.71,4.96,12.12,2.3,4.78,4.22,4.59,2.94,7.53,5.51,6.24,1.01,2.75,1
YML120C,7.99,0,3.9,6.04,5.46,6.43,2.14,6.63,8.38,10.92,1.17,5.65,5.07,2.92,4.29,7.02,6.04,5.65,0.78,3.51,0
YKL122C,5.99,0,3.59,2.99,2.4,4.19,1.2,6.59,19.16,5.39,0.6,9.58,4.79,3.59,2.99,11.38,7.78,5.99,0,1.8,1
YDR075W,3.9,2.92,7.79,7.14,4.87,7.47,2.27,6.17,4.55,10.39,2.6,4.87,2.92,3.25,5.52,4.55,5.19,7.79,1.3,4.55,0
YDR047W,5.52,1.66,5.52,7.18,5.8,8.01,1.66,6.91,6.63,8.56,3.87,2.76,5.8,4.42,5.8,4.42,3.04,7.46,2.21,2.76,1
YPR190C,5.96,0.61,5.05,8.87,2.45,3.36,1.38,5.5,8.1,13.46,2.45,4.74,3.67,3.82,5.2,9.63,5.81,6.27,0.46,3.21,1
YLL019C,4.34,1.63,6.11,4.75,4.34,4.34,2.71,8.01,7.06,9.36,1.36,8.41,4.75,4.48,5.02,9.23,6.78,3.39,1.22,2.71,0
YLR056W,4.93,1.1,5.48,3.84,7.12,3.84,4.93,5.21,5.48,12.05,2.47,5.48,4.66,2.19,3.84,6.85,4.93,7.4,2.74,5.48,0
YDR001C,6.79,0.8,5.73,6.66,4.79,6.79,2.13,4.93,6.66,8.66,2.26,4.93,5.19,3.46,5.86,6.13,6.39,4.66,1.6,5.59,0
YHR079C,3.59,1.26,6.46,6.46,4.66,4.84,2.24,7.17,6.46,11.12,2.33,6.19,4.84,2.96,5.38,10.22,4.39,5.2,0.72,3.5,0
YPL175W,4.65,1.55,5.75,5.09,5.09,5.09,3.76,8.63,5.75,9.07,2.43,4.2,3.76,2.88,4.65,7.08,7.3,9.07,1.33,2.88,1
YLR447C,5.8,1.74,6.96,8.12,4.93,4.64,1.45,6.96,3.48,11.01,2.32,6.38,2.61,4.64,4.35,6.96,6.38,4.06,1.16,6.09,0
YKL212W,6.42,0.64,5.94,5.3,6.42,5.94,3.21,5.14,6.42,9.15,0.96,6.58,3.69,4.33,4.82,5.78,5.62,8.03,1.44,4.17,0
YNR043W,9.34,1.26,5.56,6.82,5.05,4.55,1.77,4.8,6.31,8.59,2.53,4.04,3.79,4.04,4.04,9.6,7.83,5.81,1.77,2.53,1
YGR253C,10,1.15,5.38,12.69,3.08,7.31,2.31,5.77,5.77,10.77,2.31,2.69,1.92,2.69,4.23,8.46,5,5,0.38,3.08,1
YDL029W,5.63,0.77,6.65,7.16,4.09,7.16,1.79,5.12,5.37,9.97,3.32,2.56,5.88,3.32,6.39,7.16,4.35,8.44,1.28,3.58,1
YPL268W,3.68,1.5,5.18,6.1,5.41,3.91,2.88,7.94,8.4,9.67,2.19,5.52,3.8,4.49,5.52,8.86,5.75,4.95,1.04,3.22,1
YLL048C,6.32,0.9,4.7,5.6,5.9,4.7,1.75,9.15,6.08,11.14,1.75,5.78,2.95,3.55,4.58,8.55,4.88,6.32,1.63,3.79,0
YNL103W,5.06,0,7.44,6.4,3.42,4.46,4.02,5.21,6.55,7.29,0.89,13.54,4.46,3.72,3.42,12.35,6.4,3.87,0.15,1.34,1
YDL078C,6.71,0.29,4.37,5.83,3.79,8.16,1.75,6.71,9.04,11.08,2.04,4.96,4.37,3.21,3.21,8.16,4.66,9.62,0,2.04,0
YLR403W,5.71,1.02,7.17,1.76,1.46,4.98,5.27,5.56,3.81,4.98,3.51,13.62,4.83,5.42,3.07,12.88,7.76,4.1,0.29,2.78,1
YJL115W,3.94,0.72,12.54,20.79,2.51,5.73,1.08,4.3,4.66,6.45,0.36,5.73,5.02,1.43,3.58,6.45,3.58,7.89,0.72,2.51,0
YKL157W,6.72,0.74,5.99,5.88,5.04,5.15,1.58,4.94,8.4,8.93,2.42,5.04,3.99,3.26,3.78,7.88,7.25,7.35,2.42,3.26,0
YLR314C,3.08,0.58,6.73,10.77,4.23,4.81,2.5,6.92,10.58,8.65,1.54,7.12,3.46,6.73,3.27,7.88,3.08,4.81,0.58,2.69,1
YJR076C,2.65,0.72,6.75,10.84,2.89,5.54,1.93,8.92,4.82,10.84,1.69,5.78,3.13,3.61,7.47,8.19,6.51,4.34,0.48,2.89,1
YKL191W,6.74,1.5,7.3,6.55,4.87,5.24,3.18,5.62,4.87,9.55,1.31,4.31,4.31,3.93,3.56,7.49,6.55,8.43,0.94,3.75,0
YNL280C,3.65,1.6,3.42,4.34,6.39,8.45,2.05,8.22,5.71,14.84,2.28,4.57,3.42,3.2,4.11,5.25,4.34,5.48,2.97,5.71,0
YHR094C,6.49,3.16,3.16,3.86,7.37,9.47,1.05,7.37,3.51,6.14,4.21,3.86,4.21,2.98,3.68,8.42,5.09,8.77,2.11,5.09,0
YDR345C,7.41,2.65,3.35,3.88,7.58,10.05,0.53,7.23,4.23,6.35,4.41,4.23,3.7,3.17,3,7.23,5.47,8.64,1.94,4.94,0
YHR092C,7.12,2.26,3.65,4.86,7.29,9.2,0.87,7.47,5.03,6.77,3.47,3.82,3.82,2.43,3.12,6.94,6.25,8.85,2.26,4.51,0
YHR107C,6.88,0.49,5.41,8.85,3.93,5.16,2.7,6.14,7.37,8.85,1.47,4.91,4.91,6.39,7.13,3.93,6.39,5.9,0.74,2.46,1
YAL003W,15.53,0.49,10.68,10.68,4.85,2.91,1.46,5.83,8.74,5.83,1.94,2.91,2.91,4.37,0.97,7.28,3.88,5.83,1.46,1.46,1
YDR519W,5.93,1.48,5.93,5.19,5.19,11.11,0.74,8.15,5.93,8.89,2.96,0.74,5.19,1.48,3.7,9.63,2.96,11.11,0.74,2.96,0
YBR221C,10.93,0.27,4.64,8.2,5.46,6.28,1.09,5.46,5.19,7.65,2.19,3.01,5.46,2.73,5.19,7.38,6.28,9.02,0.27,3.28,0
YDR518W,5.61,0.97,6.58,8.32,5.22,3.48,2.9,8.12,5.8,10.44,1.35,5.22,5.22,3.87,2.71,6.38,5.61,7.16,0.58,4.45,0
YGR175C,6.25,1.41,6.85,5.44,5.24,8.06,2.22,7.46,6.25,9.27,3.02,4.64,5.65,2.42,4.84,4.64,3.63,9.27,0.4,3.02,1
YJL159W,18.16,0.97,5.33,0.97,1.21,8.47,0.48,5.81,4.36,3.39,0.48,1.21,2.91,9.93,0.73,9.69,16.95,6.54,0.48,1.94,0
YBL008W,4.64,1.55,7.5,5.48,3.33,5.71,2.38,7.74,7.86,9.4,1.19,5.48,4.88,2.5,4.76,9.88,5.83,6.31,1.9,1.67,0
YOR038C,4.46,1.49,5.71,4.91,4,5.26,0.91,8.11,7.77,10.74,2.06,6.86,4.69,3.66,3.77,8.34,8.11,4.57,1.37,3.2,0
YER025W,7.02,1.9,5.31,8.16,2.85,7.78,1.71,9.49,7.97,8.16,1.71,3.98,6.07,3.98,4.93,4.74,5.12,7.4,0.38,1.33,1
YLR113W,8.97,1.38,8.28,4.6,5.06,5.06,3.68,7.13,5.06,8.51,2.3,4.14,5.06,5.52,3.68,4.6,6.9,5.75,0.92,3.45,0
YPR159W,5.83,0.83,8.19,4.58,4.58,7.64,2.08,4.72,2.78,7.64,1.81,6.39,6.39,3.75,3.61,10.83,6.94,3.75,1.94,5.69,0
YOR231W,4.33,1.38,4.72,6.1,3.54,5.31,1.38,5.91,7.28,9.65,2.56,6.69,6.1,3.35,4.33,13.58,5.12,4.13,1.18,3.35,0
YAL029C,5.3,1.02,4.69,7.82,4.69,4.28,1.77,8.16,8.16,10.81,2.24,6.66,2.99,4.62,4.42,7.07,5.03,5.3,1.02,3.94,0
YDR176W,4.84,0.14,9.26,8.55,2.99,4.84,0.85,5.41,9.97,8.83,1.57,7.98,6.13,5.27,4.27,7.41,5.7,3.56,0.71,1.71,0
YDL208W,8.33,0.64,4.49,8.33,2.56,5.77,1.92,4.49,18.59,5.77,1.28,4.49,5.77,1.28,2.56,7.05,2.56,12.18,0,1.92,1
YMR309C,5.54,0.49,8.25,8.13,5.05,2.22,1.11,6.53,7.39,10.47,1.35,5.67,2.96,5.17,4.56,11.58,4.06,5.17,0.86,3.45,1
YLR335W,8.19,0.14,6.94,7.5,6.25,4.58,0.14,2.64,12.36,4.44,1.11,7.08,6.67,2.5,2.08,13.75,8.33,4.44,0,0.83,0
YDR211W,4.49,1.97,9.69,7.44,3.37,4.35,1.83,8.71,6.32,8.43,2.25,5.62,2.53,3.23,4.21,8.43,6.04,6.04,1.4,3.65,1
YLR291C,6.82,0.79,5.77,5.25,4.72,4.46,2.36,8.14,5.77,7.61,1.84,6.04,4.46,4.2,5.51,7.87,7.35,8.4,0.52,2.1,1
YGR140W,3.14,1.15,6.9,8.05,5.96,3.03,2.62,6.17,8.79,10.15,1.67,6.38,4.81,5.02,4.18,8.26,5.75,2.93,1.05,3.97,1
YGL122C,7.81,4,3.24,6.48,3.81,5.9,2.29,3.81,5.9,5.9,2.1,6.86,9.52,11.62,5.14,4.95,4.57,4.76,0.19,1.14,1
YIR006C,7.09,0.27,4.39,5.41,3.18,6.62,0.74,4.73,5.27,6.08,2.23,7.23,10.14,10.2,2.7,10,7.03,4.12,0.27,2.3,1
YLL036C,6.16,1.79,7.36,6.56,2.98,4.17,0.99,6.36,7.55,9.94,1.99,5.57,4.37,3.58,3.38,8.75,7.36,5.57,1.19,4.37,1
YJL203W,3.21,0.71,8.57,10.36,5.71,4.29,1.79,6.43,12.86,6.07,2.14,2.86,3.21,4.64,6.43,6.07,6.43,4.29,0.71,3.21,1
YPL269W,2.8,0.47,6.21,7.45,4.04,2.48,1.86,8.07,9.32,11.34,1.55,6.37,6.06,3.42,5.12,8.07,8.23,4.04,0.93,2.17,0
YGR285C,12.93,0.23,8.78,9.7,5.08,3,1.62,3.23,12.93,5.77,0.69,3.23,3.46,2.31,6,6.93,5.08,5.54,1.39,2.08,0
YBR208C,6.92,1.69,5.29,6.92,3.92,7.85,1.25,6.92,6.38,8.5,1.42,4.47,5.56,3.27,4.03,7.85,5.18,7.85,1.2,3.54,0
YJR063W,6.4,6.4,4.8,5.6,4,5.6,0.8,2.4,9.6,8.8,1.6,7.2,3.2,3.2,2.4,9.6,8,7.2,0,3.2,0
YGL207W,4.83,0.87,7.73,9.28,5.31,4.83,0.87,6.67,8.41,8.7,1.16,6.76,4.25,3.77,4.93,7.73,4.54,5.12,1.06,3.19,1
YNL330C,6.24,2.31,7.62,6.47,4.39,9.01,3.23,3.93,5.31,6.47,3.7,5.54,4.62,1.39,4.85,4.85,4.16,8.08,0.46,7.39,0
YMR001C,4.54,1.28,5.67,7.23,4.82,5.25,3.4,7.23,8.94,9.36,2.13,3.83,4.82,2.98,6.1,8.09,4.82,5.11,0.71,3.69,1
YOR270C,7.38,0.83,5.95,6.31,6.31,5.95,2.5,7.26,5.36,10.36,3.81,3.81,2.74,3.33,3.69,7.26,5.36,5.83,1.79,4.17,0
YGR229C,5.74,0.2,8.12,10.5,3.76,4.95,2.57,4.16,7.13,5.94,1.98,7.72,4.55,5.74,2.77,8.32,5.74,6.34,1.58,2.18,0
YER022W,3.06,0.29,8.01,9.17,3.49,3.49,2.18,8.59,9.46,11.21,2.04,7.28,3.78,2.91,3.93,9.61,4.08,4.95,0.29,2.18,1
YDR069C,3.56,2.16,5.29,4.64,4.54,3.46,3.13,8.53,7.88,9.83,1.94,8.42,4.64,4.54,2.92,11.45,5.4,3.46,0.65,3.56,0
YNL202W,12.33,1.71,4.79,4.79,5.14,9.93,1.37,5.48,9.25,9.25,1.03,4.11,2.74,2.4,3.08,5.14,5.82,8.56,0.68,2.4,0
YDR422C,5.52,0.49,7.12,5.64,2.94,3.68,4.17,4.91,5.64,8.1,2.21,7.48,5.4,3.8,5.15,13.62,6.38,4.54,0.37,2.82,0
YGR155W,6.51,0.2,7.69,5.92,3.35,6.9,1.38,7.69,10.06,10.06,1.18,6.11,3.94,2.37,2.96,7.5,5.52,6.71,0.79,3.16,1
YDR410C,4.18,1.26,2.51,5.86,9.62,5.02,4.6,8.79,5.86,13.39,1.67,3.35,3.35,2.09,2.93,7.53,4.6,6.28,1.67,5.44,0
YNL016W,6.62,0.66,5.52,4.42,4.19,7.06,1.77,5.08,2.87,4.19,4.42,11.92,5.96,12.8,3.75,6.62,3.31,5.3,0.88,2.65,0
YPL106C,9.24,0.72,6.64,10.39,3.9,5.05,1.73,6.2,9.38,7.5,1.59,4.18,4.47,3.17,3.75,5.63,6.64,6.49,0.58,2.74,0
YJL176C,4.73,0.24,6.55,11.03,3.03,4.24,1.7,5.82,8.24,6.67,2.18,9.09,5.33,4.97,3.15,9.7,5.94,4.73,0.61,2.06,0
YIL126W,5.96,0.44,6.7,9.93,3.61,3.68,1.77,6.25,9.49,10.67,1.77,5.22,3.24,4.93,6.4,6.11,6.55,4.34,0.74,2.21,1
YER133W,3.85,3.85,8.01,6.41,5.77,6.73,1.28,7.69,6.09,10.58,2.24,4.17,5.13,4.49,6.09,5.77,1.92,4.81,0.96,4.17,1
YDR129C,7.32,0.62,7.17,7.17,3.58,6.07,1.87,6.85,6.39,12.15,1.09,5.61,3.89,4.05,5.14,5.61,5.92,6.39,1.4,1.71,0
YKL203C,6.31,1.25,5.05,6.47,3.72,4,2.63,7.48,6.59,12.77,2.34,5.42,4.08,4.45,4.85,7.92,4.81,5.5,1.37,2.99,1
YBL050W,10.27,2.4,8.22,8.22,5.14,5.82,1.03,4.79,9.25,10.27,1.37,5.14,1.03,5.14,3.42,8.56,2.05,3.08,1.03,3.77,1
YJL155C,4.87,1.11,5.75,8.85,3.98,4.2,1.33,7.96,8.63,7.52,2.21,6.19,3.98,3.54,5.53,6.86,4.65,6.19,1.55,5.09,0
YDR323C,3.3,3.69,6.02,6.6,3.11,3.88,3.3,6.41,8.54,13.01,2.14,8.54,3.3,3.3,6.21,7.77,3.3,4.27,0.58,2.72,1
YEL051W,8.59,0,5.86,10.55,3.52,5.08,0.39,5.86,7.42,7.81,2.34,3.91,1.56,6.64,8.2,5.47,6.25,7.42,0,3.12,0
YEL042W,6.18,2.12,6.56,5.98,4.63,7.34,1.74,6.18,6.76,10.04,1.54,4.83,6.37,2.7,2.9,8.3,6.18,5.79,0.77,3.09,0
YEL040W,6.85,2.57,6.21,4.07,2.36,6.64,1.28,4.07,4.71,4.93,1.28,5.78,2.78,2.14,1.28,18.42,10.06,7.07,2.14,5.35,0
YEL037C,12.06,1.01,5.53,11.56,2.76,7.54,0.5,3.77,3.77,7.29,2.51,3.52,6.03,6.28,3.52,7.29,7.54,6.03,0,1.51,0
YEL036C,3.6,0.2,8.2,6.6,5.4,6,2.8,4.8,5.6,8.4,2.6,6.2,5.4,7.6,5,6.6,3.6,5.6,2.6,3.2,0
YER172C,5.36,1.11,5.92,8.14,4.3,4.25,2.03,7.17,7.26,10.73,1.9,6.24,3.93,3.65,3.93,8.18,5.04,6.29,1.2,3.37,1
YER173W,2.88,1.67,6.68,7.28,4.1,4.25,1.97,7.13,7.44,9.86,2.43,8.04,4.25,3.64,5.31,10.47,4.25,4.1,1.06,3.19,0
YER175C,5.35,1,9.36,6.35,5.69,4.68,2.34,5.35,9.03,6.69,2.34,2.34,5.02,4.01,5.02,8.03,4.68,5.69,2.34,4.68,0
YER176W,3.93,1.78,4.01,7.49,4.01,5.98,1.52,6.78,10.62,7.76,1.25,8.65,4.1,4.46,5.17,8.12,6.24,5,0.62,2.5,0
YER164W,5.38,0.41,7.56,8.92,3.27,5.18,2.11,5.38,9.4,9.06,2.32,5.93,4.02,3.54,5.93,8.04,5.18,4.09,1.23,3.07,0
YER166W,6.24,1.59,6.3,6.49,5.22,6.75,1.59,6.75,5.98,8.78,2.1,5.54,3.82,3.31,5.35,6.68,5.92,6.11,1.4,4.07,0
YKR084C,6.06,0.82,7.69,7.2,4.58,5.89,2.13,6.87,7.53,9.17,2.13,5.4,4.09,4.42,3.93,8.02,5.24,5.24,1.15,2.45,0
YDL168W,9.84,3.89,6.48,5.7,4.15,11.14,2.33,6.99,8.55,5.7,1.55,2.33,3.11,2.59,2.85,4.4,7.51,8.29,0.52,2.07,0
YOR194C,4.55,0.7,8.04,13.29,2.1,4.55,0.35,6.29,7.69,6.29,0.7,12.59,2.1,3.85,2.45,5.94,8.74,6.99,1.4,1.4,1
YKL058W,5.74,2.46,9.84,4.92,2.46,5.74,0.82,4.92,6.56,8.2,1.64,4.92,0.82,3.28,4.92,10.66,7.38,10.66,0.82,3.28,1
YBL011W,6.59,1.19,4.74,8.3,5.01,5.01,2.5,7.25,7.77,8.56,2.5,4.35,4.87,2.77,5.01,8.43,4.87,6.59,0.53,3.16,0
YBL007C,7.32,0.4,5.31,5.95,3.94,7.8,0.96,3.78,6.19,6.43,3.7,6.11,7.07,6.67,3.94,8.36,8.52,4.82,0.88,1.85,0
YLR214W,5.98,2.48,3.35,4.37,6.71,4.37,2.33,7,6.85,9.33,2.77,5.39,3.21,2.19,4.52,9.04,5.39,7.58,2.33,4.81,0
YHR016C,8.12,0.21,8.97,4.06,4.06,11.11,1.5,3.63,4.7,5.34,1.5,5.56,4.49,1.28,8.55,10.9,5.56,5.34,0.85,4.27,0
YPR024W,9.5,1.07,6.29,6.43,3.21,6.69,1.47,4.95,7.63,8.84,2.28,4.42,4.69,3.21,4.82,7.9,6.43,6.69,0.8,2.68,0
YML042W,4.78,1.04,5.82,5.37,5.52,4.63,2.99,5.67,8.06,9.1,2.69,6.57,5.22,5.07,3.73,8.36,4.93,4.48,1.64,4.33,0
YDL220C,5.19,2.16,6.28,6.39,5.52,3.35,2.27,6.93,6.71,9.63,1.52,5.3,5.09,4.65,4.87,10.5,5.19,4.98,0.43,3.03,1
YOR316C,6.83,1.14,5.92,4.1,3.87,6.83,5.69,9.79,3.87,10.93,2.05,5.01,3.87,2.28,2.51,9.34,7.29,5.01,1.14,2.51,0
YLR083C,4.5,1.5,4.2,4.05,8.85,6.75,2.1,7.2,4.65,11.39,2.1,4.65,4.05,2.55,3,8.55,5.85,6.9,1.95,5.25,0
YGL200C,4.93,1.48,5.91,5.91,8.37,4.93,2.96,5.91,4.43,8.37,0.49,4.93,2.46,3.45,6.4,8.87,7.39,7.88,0.99,3.94,0
YMR284W,2.66,0.66,8.47,7.31,6.31,4.49,1.5,7.48,9.97,9.97,2.33,5.15,3.65,3.16,4.82,7.48,4.82,3.65,0.33,5.81,0
YMR224C,4.91,1.01,8.09,7.23,4.19,5.35,2.6,5.49,7.8,8.09,2.31,6.36,5.49,2.89,4.91,7.66,6.5,6.79,0.43,1.88,0
YMR091C,4.83,0.46,8.51,10.8,3.68,5.98,2.3,5.98,6.21,7.13,1.15,7.13,3.91,2.76,6.67,7.36,5.52,5.52,0.46,3.68,0
YBR060C,4.03,0.48,4.68,6.94,4.68,3.55,1.77,5.65,10,8.71,2.74,7.58,5.48,4.35,5,8.39,7.42,4.84,0.65,3.06,1
YLR293C,7.76,1.37,5.94,6.85,5.48,6.39,1.83,5.02,8.22,7.76,1.83,5.02,5.48,5.02,3.65,2.74,5.94,8.22,1.37,4.11,1
YIL068C,4.35,1.12,6.96,9.44,5.22,3.73,1.49,8.45,8.45,10.31,2.61,4.84,2.24,4.47,3.98,6.46,5.22,6.09,0.87,3.73,1
YLR032W,4.02,1.37,6.76,8.13,4.36,4.19,1.8,5.65,8.21,10.86,2.4,5.22,3.42,4.19,5.47,9.24,5.9,5.3,1.11,2.4,0
YOR036W,6.25,0,5.56,10.76,4.86,4.17,0,8.33,6.25,8.33,2.43,5.56,1.04,7.99,6.25,7.99,4.51,7.29,0.69,1.74,1
YPR055W,3.94,0.66,4.79,7.23,5.07,3.29,2.25,8.83,7.98,12.58,2.16,9.86,3.1,4.51,3.19,8.92,4.88,3.47,0.75,2.54,1
YKL035W,4.61,0.8,6.21,6.21,4.21,6.01,3.21,6.81,7.01,11.42,1.4,6.61,4.21,2.4,5.21,7.82,5.81,7.21,0.6,2.2,1
YGL163C,5.9,1.89,6.46,5.9,3.12,5.68,2.34,6.35,8.13,10.02,2.12,6.12,4.9,4.23,6.79,6.68,5.12,4.79,0.78,2.67,0
YOR370C,6.14,1.33,5.97,8.46,5.64,6.3,1.16,5.14,5.8,8.29,2.16,4.48,5.14,4.48,2.99,8.29,5.64,7.79,1,3.81,1
YPL232W,8.62,0.34,6.9,10,3.1,3.45,2.76,6.21,7.24,7.93,1.72,6.21,1.38,8.28,5.17,5.17,3.45,9.31,0.34,2.41,0
YMR207C,5.1,0.97,5.37,6.69,4.05,6.03,2.24,8.62,7.17,9.63,1.94,5.46,4.31,3.52,5.98,7.48,4.53,5.81,1.14,3.96,0
YLL008W,6.38,0.13,7.58,11.17,3.19,6.12,1.06,6.12,10.77,8.24,2.66,4.65,3.06,3.32,6.25,6.91,4.52,6.25,0.4,1.2,1
YKL181W,7.03,1.87,8.2,6.32,2.34,7.49,2.81,8.67,5.39,8.2,2.58,4.22,3.51,3.51,6.09,7.73,3.98,7.49,0.23,2.34,0
YDR430C,4.15,0.61,6.88,6.07,5.66,6.47,2.73,5.86,7.38,10.72,1.82,5.16,4.55,4.55,3.94,7.28,6.77,5.16,0.81,3.44,0
YHR149C,6.13,0.54,6.4,6.54,2.59,4.22,2.59,3.41,3.95,6.13,1.77,8.04,6.4,8.58,3.95,12.94,5.31,5.59,0.27,4.63,0
YKR093W,7.49,2,4.33,5.66,8.49,5.99,1.33,8.99,5.66,7.15,3,4.16,5.66,2.83,2.16,7.32,5.32,5.49,2.16,4.83,0
YGR214W,12.3,0.4,5.16,10.71,3.57,4.37,1.98,5.95,2.78,7.54,0.79,4.37,6.35,3.57,5.95,4.37,6.75,8.73,1.98,2.38,0
YJR131W,4.74,0.91,6.01,6.92,4.92,6.74,3.28,5.28,5.1,10.93,2.91,4.01,3.46,2.55,4.37,8.93,6.19,4.74,2.37,5.65,0
YFL008W,4.98,0.49,5.71,11.02,3.18,4,1.47,7.67,10.94,10.69,1.39,7.02,1.8,5.06,4.9,7.67,4.33,4.16,0.24,3.27,1
YNL244C,3.7,1.85,7.41,6.48,4.63,7.41,1.85,10.19,10.19,7.41,2.78,5.56,2.78,7.41,4.63,3.7,5.56,4.63,0,1.85,1
YOR132W,6.53,0.18,5.81,8.71,3.81,3.99,1.27,5.63,7.26,8.17,2,6.9,3.45,5.44,6.9,8.53,7.08,4.17,1.09,3.09,0
YLR378C,7.08,0.62,2.29,3.96,6.04,8.33,0.21,9.79,4.58,13.75,2.92,2.71,5,4.79,3.96,7.5,6.25,5.42,1.04,3.75,1
YDR292C,5.15,0.64,6.76,5.31,4.83,6.92,2.09,4.83,8.7,9.66,1.77,7.41,2.09,5.64,3.06,8.37,6.6,6.92,0.81,2.42,1
YDR103W,3.93,1.74,6.87,6.11,4.47,3.6,2.18,7.42,5.45,10.14,1.09,7.85,5.56,3.05,4.47,12.21,6.32,4.69,0.65,2.18,0
YML001W,9.13,1.92,8.17,6.73,4.81,5.29,0.96,6.25,7.21,6.73,1.44,6.73,1.44,4.33,3.37,8.65,5.29,7.69,0.96,2.88,0
YJL187C,4.64,0.49,6.11,7.45,4.03,3.91,2.81,6.96,7.33,8.18,1.71,8.55,4.76,2.93,4.27,12.09,6.59,3.66,1.1,2.44,0
YOR344C,6.87,0,7.22,8.93,3.44,1.37,1.03,7.22,7.22,7.9,1.72,8.25,4.81,4.47,3.78,14.09,5.84,3.09,1.03,1.72,0
YKL010C,4.45,1.55,7.55,8.63,5.19,5.26,2.29,7.42,5.33,11.26,2.23,4.92,2.97,2.56,4.79,9.37,5.26,5.6,0.47,2.9,0
YER100W,5.6,0.4,6,7.6,4,5.2,2,6.4,7.6,8,2.8,6,7.2,2.8,4.4,6.8,8.4,3.6,1.2,4,0
YOR117W,8.29,0.23,8.53,8.29,3,5.3,0.69,4.84,7.6,11.06,3,4.84,3.69,4.61,5.53,5.99,5.53,7.37,0.23,1.38,1
YDR394W,7.48,0,7.24,7.71,2.8,5.14,0.93,6.78,6.07,10.75,2.57,3.97,4.44,4.21,7.01,7.01,4.91,8.18,0,2.8,1
YKL145W,6.85,1.28,8.57,8.14,3,7.71,0.64,6.21,7.71,7.49,2.57,4.07,5.57,2.57,7.07,5.57,5.57,6.42,0.64,2.36,1
YPL057C,3.93,1.83,6.54,4.19,5.76,3.93,2.36,7.33,9.42,12.83,1.83,4.19,4.71,1.83,4.19,7.85,5.24,3.4,2.36,6.28,0
YDR369C,4.22,1.05,5.85,7.61,4.33,3.98,1.52,6.79,8.9,8.43,2.11,8.31,3.86,2.22,5.15,12.06,7.14,3.98,0.94,1.52,0
YOR153W,7.94,1.85,4.37,5.56,5.96,6.22,1.65,5.82,5.76,8.87,2.78,4.63,3.9,3.71,4.5,8.34,5.36,6.15,1.52,5.1,0
YGL238W,5.1,0.21,5.31,6.35,6.25,3.02,1.46,9.69,5.42,13.12,1.77,7.19,4.48,4.17,3.33,7.08,6.46,6.04,0.73,2.81,1
YNL001W,5.18,1.3,8.81,7.77,4.4,4.66,1.55,6.74,13.99,11.4,2.59,3.63,2.07,2.59,0.52,6.22,5.18,5.96,0.26,5.18,0
YLR188W,8.06,0.72,4.03,4.6,4.46,8.06,1.15,7.63,6.62,11.51,2.45,3.74,3.31,3.74,6.33,9.5,5.32,6.33,0.14,2.3,0
YKL092C,2.9,1.09,5.53,6.61,4.8,3.71,1.36,8.97,9.6,11.68,1.9,9.06,2.9,3.17,3.99,10.69,4.89,3.53,1.36,2.26,0
YLR175W,5.59,1.86,6.42,9.94,1.04,6,1.66,4.76,13.46,9.11,2.07,2.9,3.52,2.69,5.59,7.45,4.55,7.25,1.24,2.9,1
YDL215C,4.3,0.92,7.14,6.04,6.04,5.22,2.11,7.88,7.33,10.71,1.28,7.6,3.57,3.57,3.48,8.15,4.49,5.59,0.64,3.94,0
YOR327C,6.96,0.87,6.09,5.22,2.61,4.35,0.87,8.7,6.09,6.96,4.35,6.96,5.22,3.48,6.96,7.83,2.61,10.43,1.74,1.74,0
YOR184W,8.86,0.76,5.57,6.84,4.3,7.59,3.04,7.34,8.86,8.86,1.27,5.57,4.3,3.29,2.03,6.08,4.05,7.34,0.76,3.29,0
YER008C,4.27,0.67,4.49,11.23,3.67,2.69,2.1,6.44,7.04,9.88,2.1,7.63,3.44,5.16,5.46,9.28,5.61,5.09,0.97,2.77,1
